FID,X,Y,N1,D1,N2,D2,N3,D3
F531,12038297.88290,3526350.61107,F530,377.56791113286533,F532,406.3722715267342,F539,825.4056757534689
F532,12038704.17990,3526342.78989,F531,406.3722715267342,F530,664.6042502323315,F533,701.9855890229684
F533,12039401.40690,3526261.19162,F534,506.8373991019215,F532,701.9855890229684,F535,820.6597986522305
F534,12039350.05230,3525756.96265,F535,313.8302426721459,F537,432.0630264640728,F533,506.8373991019215
F535,12039321.06390,3525444.47410,F537,278.5714595528328,F534,313.8302426721459,F538,663.9607621906483
F536,12039600.44880,3524764.87703,F535,734.7843900769448,F537,886.0983065788815,F534,1023.1970898231294
F537,12039042.63430,3525453.36319,F535,278.5714595528328,F538,385.82781991385485,F534,432.0630264640728
F538,12038658.95370,3525494.01173,F539,329.24971304631134,F537,385.82781991385485,F535,663.9607621906483
F539,12038331.24990,3525525.88010,F538,329.24971304631134,F537,715.0709522822366,F541,817.6577017340034
F540,12037068.99100,3525865.98146,F541,492.4663377100935,F542,497.3759043597157,F526,569.3112412081315
F541,12037531.90050,3525697.94013,F542,290.3095483903751,F540,492.4663377100935,F539,817.6577017340034
F542,12037551.26790,3525987.60293,F541,290.3095483903751,F540,497.3759043597157,F526,626.4158051702609
F543,12034555.11050,3522579.55988,F507,333.3256103400553,F545,333.37671948454204,F544,524.9067312702887
F544,12034032.54100,3522530.08065,F505,309.9374770287729,F545,326.8597167048527,F546,423.4012215715783
F545,12034308.61920,3522355.10036,F546,231.82641343001188,F544,326.8597167048527,F543,333.37671948454204
F546,12034209.60660,3522145.48168,F545,231.82641343001188,F547,352.3502108147637,F544,423.4012215715783
F547,12034518.10200,3521975.24285,F546,352.3502108147637,F545,433.79116104295696,F418,559.3124744997504
F548,12036356.18070,3519434.61965,F549,202.509663060722,F552,461.12075610261525,F393,480.38758708112266
F549,12036405.74850,3519238.26997,F548,202.509663060722,F550,283.92941448684047,F552,387.3175619520025
F550,12036527.93860,3518981.97816,F549,283.92941448684047,F551,341.9261612062331,F552,397.69096383113146
F551,12036850.90740,3519094.24861,F552,195.66737169958924,F550,341.9261612062331,F549,467.8766914321559
F552,12036790.76320,3519280.44312,F551,195.66737169958924,F549,387.3175619520025,F550,397.69096383113146
F553,11992141.22520,3456276.64787,F7,286.46472285530086,F554,588.0940670114352,F555,732.7721046801596
F554,11991606.50940,3456031.83438,F553,588.0940670114352,F7,624.1745366846033,F555,1304.579455805934
F555,11992679.54400,3456773.80763,F12,379.3153835407122,F13,713.5021599191363,F7,731.1985380084259
F556,11949703.63940,3413146.93688,F263,118.75609008205207,F261,820.7224357781611,F557,852.1444505856625
F557,11948851.96960,3413175.37482,F560,629.5672903869524,F263,771.1723815369476,F559,788.6491006247035
F558,11948431.11800,3412377.05424,F264,251.36188433528983,F559,297.9996209637517,F560,739.3961320487631
F559,11948279.09370,3412633.35950,F558,297.9996209637517,F264,412.60115642994157,F560,457.5885675808931
F560,11948228.47540,3413088.13976,F559,457.5885675808931,F557,629.5672903869524,F561,639.6343187297973
F561,11947738.84840,3412676.56053,F559,541.969845253151,F560,639.6343187297973,F264,669.833999861828
F562,11948726.48820,3411387.65136,F564,317.1994628436569,F563,645.9278929571271,F4,748.2397513092619
F563,11949342.35080,3411192.87944,F4,317.51412309782813,F2,635.1631175903138,F562,645.9278929571271
F564,11948876.16240,3411667.31747,F562,317.1994628436569,F4,619.9394792335383,F563,665.148907091823
F565,11949515.63690,3411976.80208,F4,494.7818509037822,F566,555.5828709390921,F564,710.4282933396745
F566,11950063.13350,3411882.35739,F568,532.5065746869667,F565,555.5828709390921,F567,579.7192077961939
F567,11950567.33950,3411596.26183,F569,281.2943249414323,F3,313.10215034221426,F570,539.841161716856
F568,11950008.93340,3411352.61632,F2,225.99003893337888,F566,532.5065746869667,F4,556.2750601530828
F569,11950646.67820,3411326.38803,F570,270.71974064076835,F567,281.2943249414323,F571,413.30111442117544
F570,11950610.25740,3411058.12938,F569,270.71974064076835,F571,491.11607412812623,F567,539.841161716856
F571,11951055.46380,3411265.46066,F5,342.327120293003,F569,413.30111442117544,F570,491.11607412812623
F572,11950742.31910,3410437.04007,F570,634.9741912886573,F571,885.629875892679,F569,894.4758105777161
F573,11951513.05710,3411926.76281,F5,472.31653373089296,F571,804.1841591326117,F3,822.7265293024174
F574,12002650.15170,3458286.82757,F575,396.4150672605893,F166,782.8524202648035,F576,827.6731067728632
F575,12002354.67460,3458551.09673,F574,396.4150672605893,F576,470.9537219810561,F471,721.8748020046372
F576,12002246.68790,3459009.50297,F471,255.72695723315002,F575,470.9537219810561,F574,827.6731067728632
F577,12003391.17640,3457891.51898,F166,737.4284810363538,F574,839.8728995146879,F167,1004.8797897120169
F578,12023619.25240,3509341.53649,F579,928.8359502480756,F580,1708.1962084363854,F616,6896.19652586383
F579,12024529.73030,3509525.29235,F580,897.0176701042385,F578,928.8359502480756,F616,6068.875282332146
F580,12025306.89510,3509077.34640,F579,897.0176701042385,F578,1708.1962084363854,F615,5824.3758361871205
F581,12028188.80790,3517136.03205,F583,548.1019844910883,F584,631.081008976416,F582,642.316081024075
F582,12028725.13430,3516782.58624,F583,480.59174272834673,F586,551.888268824796,F581,642.316081024075
F583,12028282.26020,3516595.95571,F582,480.59174272834673,F581,548.1019844910883,F592,623.5144747003883
F584,12028744.64050,3517434.88546,F585,553.6322823780254,F586,600.3451134481999,F581,631.081008976416
F585,12029295.81560,3517486.98837,F586,444.1571250478259,F587,525.0673390948745,F584,553.6322823780254
F586,12029206.89350,3517051.82356,F585,444.1571250478259,F582,551.888268824796,F584,600.3451134481999
F587,12029786.28140,3517299.53435,F585,525.0673390948745,F586,630.1198093611281,F591,737.0039771530944
F588,12028875.54010,3515961.72600,F589,338.35185732982023,F592,596.5039897461304,F593,821.9938678618872
F589,12029212.03550,3515997.12127,F588,338.35185732982023,F590,565.4529318584075,F595,821.6071548425596
F590,12029656.71020,3516346.40830,F591,362.0593370665866,F589,565.4529318584075,F586,836.6276069077925
F591,12029935.23000,3516577.73855,F590,362.0593370665866,F587,737.0039771530944,F586,869.0400761410781
F592,12028279.13250,3515972.44908,F588,596.5039897461304,F583,623.5144747003883,F593,674.1336109143683
F593,12028379.99000,3515305.90284,F594,503.0826563562258,F592,674.1336109143683,F595,800.3840905308531
F594,12028556.02770,3514834.62491,F593,503.0826563562258,F595,702.6630376580925,F617,1090.8906597216594
F595,12029169.86010,3515176.59732,F596,680.5003855737534,F594,702.6630376580925,F593,800.3840905308531
F596,12029813.13210,3514954.60203,F597,372.95835137799656,F598,556.8994373091257,F595,680.5003855737534
F597,12030154.34890,3515105.16440,F598,188.12527052520005,F596,372.95835137799656,F599,375.633832114458
F598,12030301.28010,3515222.64776,F599,187.50879316587168,F597,188.12527052520005,F596,556.8994373091257
F599,12030447.46940,3515340.07108,F598,187.50879316587168,F597,375.633832114458,F600,393.11682650404174
F600,12030776.71940,3515554.86232,F601,137.15698476865998,F602,294.45318669298484,F599,393.11682650404174
F601,12030909.08070,3515590.81402,F600,137.15698476865998,F602,314.1553992466332,F599,525.316108879482
F602,12030723.80940,3515844.52283,F600,294.45318669298484,F601,314.1553992466332,F599,575.1828958496485
F603,12031810.14190,3515343.73971,F604,495.2455120050706,F606,775.942868922556,F601,934.3216795112428
F604,12032268.40870,3515155.96416,F603,495.2455120050706,F605,553.2251915248426,F606,769.013273541705
F605,12032435.27650,3514628.50492,F604,553.2251915248426,F606,666.0929959844483,F607,754.2122811635124
F606,12031771.87000,3514568.74126,F605,666.0929959844483,F604,769.013273541705,F603,775.942868922556
F607,12032379.32020,3513876.37125,F608,566.4374754842357,F609,726.6509450937032,F605,754.2122811635124
F608,12032275.93000,3513319.44946,F609,179.44391746106857,F607,566.4374754842357,F610,1007.4402280427273
F609,12032157.91740,3513184.27126,F608,179.44391746106857,F607,726.6509450937032,F610,850.3775090411491
F610,12031345.37380,3512933.44302,F611,519.1889966812481,F612,830.8874247506575,F609,850.3775090411491
F611,12030856.42000,3512758.85380,F612,444.0081886851284,F610,519.1889966812481,F613,641.5820043988289
F612,12030522.99750,3513052.06483,F613,376.25177580667145,F611,444.0081886851284,F614,772.977747468381
F613,12030218.85770,3512830.56002,F612,376.25177580667145,F614,535.1656075109748,F611,641.5820043988289
F614,12030322.53530,3512305.53318,F613,535.1656075109748,F611,700.3802234585928,F612,772.977747468381
F615,12029577.73130,3513037.56256,F618,573.1168180712541,F616,596.8833404039451,F613,673.7158988347096
F616,12029152.93100,3513456.86487,F619,381.02227713208856,F618,432.4606799687219,F615,596.8833404039451
F617,12029421.44160,3514170.47040,F618,576.3856872368359,F619,612.5680048500851,F616,762.4505195480068
F618,12029557.25240,3513610.31338,F616,432.4606799687219,F615,573.1168180712541,F617,576.3856872368359
F619,12028949.99470,3513779.34717,F616,381.02227713208856,F617,612.5680048500851,F618,630.3446171507536
F620,12032799.14650,3517254.12499,F434,2041.1083560374736,F435,2129.1945071525483,F603,2151.209431195619
F621,12021149.67400,3538588.56264,F623,652.0976957234169,F622,675.9066546282179,F624,1255.22022826734
F622,12020817.47880,3537999.92340,F621,675.9066546282179,F623,827.4552487470762,F624,870.8161127547177
F623,12021631.38760,3538149.03629,F621,652.0976957234169,F630,688.5024947558396,F624,819.6500595705364
F624,12021408.41070,3537360.29836,F625,647.2282154422047,F626,674.619320413982,F623,819.6500595705364
F625,12021229.93340,3536738.16476,F624,647.2282154422047,F626,669.1195190801534,F628,956.4379644112563
F626,12021883.54560,3536881.38495,F627,505.74802076864904,F625,669.1195190801534,F624,674.619320413982
F627,12022194.00040,3536482.13706,F628,484.6109323391216,F626,505.74802076864904,F629,885.2365163200157
F628,12021923.77220,3536079.86293,F627,484.6109323391216,F626,802.5308267552061,F625,956.4379644112563
F629,12022535.22930,3537298.96417,F626,773.9922802072115,F630,791.4281135424561,F627,885.2365163200157
F630,12022313.95520,3538058.83010,F623,688.5024947558396,F629,791.4281135424561,F624,1143.6596667128363
F631,12031195.79990,3522539.57013,F632,523.068815240945,F633,889.7151402762474,F634,1267.128135163047
F632,12030677.92700,3522466.02664,F633,366.72423197847996,F631,523.068815240945,F634,744.0620382811356
F633,12030313.59080,3522424.24392,F632,366.72423197847996,F634,377.5236914661105,F635,769.8523823867225
F634,12029940.82250,3522364.51175,F633,377.5236914661105,F635,392.34832497161676,F632,744.0620382811356
F635,12029552.56900,3522307.97479,F634,392.34832497161676,F727,453.9861099757302,F638,584.6628171061247
F636,12028497.15310,3522804.58994,F733,312.91389128802894,F637,404.6138078783576,F729,484.2436834840897
F637,12028817.76760,3522557.77285,F638,365.8044764947334,F636,404.6138078783576,F729,418.37265891168926
F638,12029143.00220,3522725.21051,F637,365.8044764947334,F639,408.76193571891986,F751,421.3269266553636
F639,12028924.85500,3523070.89551,F751,91.91487847005939,F640,338.4506772810656,F638,408.76193571891986
F640,12028977.80040,3523405.17929,F751,284.16839638352116,F639,338.4506772810656,F641,549.1706469603968
F641,12028439.17820,3523298.06008,F636,496.8640338180469,F639,536.1769259499126,F640,549.1706469603968
F642,12029250.88220,3525241.18218,F644,321.9799056165816,F645,523.4021182555911,F643,1128.924808513538
F643,12029352.11600,3526365.55887,F750,428.8399365928764,F646,439.8447914674825,F645,608.8030882520472
F644,12029051.22160,3525493.78207,F642,321.9799056165816,F645,338.83270718939144,F643,922.243042245005
F645,12029254.89310,3525764.56893,F644,338.83270718939144,F642,523.4021182555911,F643,608.8030882520472
F646,12029429.56960,3526798.53044,F750,320.9447736871615,F647,421.74939515111896,F643,439.8447914674825
F647,12029489.74170,3527215.96531,F648,356.16157336761495,F646,421.74939515111896,F750,616.7228275910261
F648,12029488.49460,3527572.12470,F647,356.16157336761495,F646,775.8351852876228,F750,925.4299538791196
F649,12029056.21760,3530574.14593,F650,192.81158595132842,F651,585.38104737689,F652,652.2452139217341
F650,12029245.64900,3530610.09106,F649,192.81158595132842,F652,605.7010522136496,F651,644.8865717252721
F651,12029072.15000,3529988.98174,F652,342.6091626900453,F649,585.38104737689,F650,644.8865717252721
F652,12029412.54860,3530027.83829,F651,342.6091626900453,F650,605.7010522136496,F649,652.2452139217341
F653,12028179.57700,3532213.98517,F654,365.1365382592944,F655,591.4741369548672,F656,1021.6140340958488
F654,12027815.40450,3532240.50086,F653,365.1365382592944,F655,735.4119912212575,F656,1146.235160807091
F655,12028300.89890,3532792.88296,F656,431.9308830853122,F653,591.4741369548672,F657,688.7310580588946
F656,12028439.38720,3533202.01042,F655,431.9308830853122,F657,434.01645768619807,F658,854.8621597393977
F657,12028079.89840,3533445.19366,F658,421.30279530632356,F656,434.01645768619807,F655,688.7310580588946
F658,12027716.25970,3533657.94455,F657,421.30279530632356,F659,522.9908818223281,F656,854.8621597393977
F659,12027325.98650,3534006.09149,F658,522.9908818223281,F657,939.6752250956979,F656,1373.392691800404
F660,12019257.66540,3567143.35559,F661,661.6680980550697,F662,1454.0981951104015,F668,1734.652166896086
F661,12018747.22440,3567564.37181,F660,661.6680980550697,F662,797.9158545403176,F668,1165.3046412560182
F662,12018052.98860,3567957.69911,F661,797.9158545403176,F668,867.5270884190421,F663,1392.2345757178914
F663,12016784.69920,3568531.94567,F667,559.3457571896382,F664,881.1711522326332,F665,1187.2973904099717
F664,12015908.57430,3568437.77689,F665,684.3345697729042,F663,881.1711522326332,F666,949.8115500837151
F665,12015887.98870,3567753.75201,F666,531.7228109448967,F664,684.3345697729042,F663,1187.2973904099717
F666,12015364.76730,3567659.04977,F665,531.7228109448967,F664,949.8115500837151,F663,1666.7794853773516
F667,12017105.14010,3568990.40538,F663,559.3457571896382,F675,716.3237755873764,F676,1134.094865230533
F668,12018497.60650,3568702.62741,F670,778.2144882821443,F669,834.5567338703714,F662,867.5270884190421
F669,12019074.92160,3569305.28172,F670,599.4600670304706,F668,834.5567338703714,F671,913.0805903733707
F670,12018501.74200,3569480.83091,F673,549.2922255427893,F669,599.4600670304706,F668,778.2144882821443
F671,12019484.95230,3570121.11932,F672,727.1867259362187,F669,913.0805903733707,F673,1139.5255054817733
F672,12018805.76470,3570380.93606,F673,587.5147541901532,F671,727.1867259362187,F674,936.2681410608325
F673,12018350.95390,3570009.02112,F674,441.90702242077293,F670,549.2922255427893,F672,587.5147541901532
F674,12017916.28350,3570088.66696,F673,441.90702242077293,F679,791.731498353781,F670,843.9350205445746
F675,12017103.42820,3569706.72711,F676,473.4881070463982,F667,716.3237755873764,F674,898.115687289874
F676,12016824.27190,3570089.17024,F675,473.4881070463982,F677,836.6355525944988,F674,1092.0117159751676
F677,12015988.06560,3570062.37338,F678,538.7858441487227,F676,836.6355525944988,F675,1170.6912482994362
F678,12015813.27760,3570572.01967,F677,538.7858441487227,F683,988.0526037934161,F676,1120.3807596904312
F679,12017703.63430,3570851.30651,F674,791.731498353781,F680,797.0877280045398,F681,935.5304436268608
F680,12017395.46270,3571586.41134,F681,288.414981632333,F689,407.8059533738283,F682,727.2347493140632
F681,12017107.39700,3571572.22141,F680,288.414981632333,F689,485.66126305002024,F682,487.41824230025867
F682,12016730.92600,3571881.81167,F681,487.41824230025867,F689,630.5996208788623,F685,692.7539835706735
F683,12016043.89000,3571532.78284,F684,628.9692981757823,F682,770.6098815014884,F685,968.5630148108933
F684,12015787.03520,3572106.91522,F687,591.1408336959321,F683,628.9692981757823,F685,654.2255625283085
F685,12016341.24240,3572454.57233,F686,510.76058339904995,F684,654.2255625283085,F687,661.3105310514794
F686,12016020.84140,3572852.34057,F687,335.0756711973525,F685,510.76058339904995,F688,734.364172848562
F687,12015725.10880,3572694.80348,F686,335.0756711973525,F684,591.1408336959321,F685,661.3105310514794
F688,12015627.57260,3573472.52634,F686,734.364172848562,F687,783.8151295281076,F685,1243.2035030144789
F689,12017351.84570,3571991.87805,F680,407.8059533738283,F681,485.66126305002024,F690,626.6259371759885
F690,12017617.70900,3572559.30802,F689,626.6259371759885,F691,806.2953564909834,F680,997.9586002528259
F691,12017574.50170,3573364.44486,F690,806.2953564909834,F692,953.4936095082818,F689,1390.5090227146281
F692,12017319.83460,3574283.29998,F693,727.0776195090979,F691,953.4936095082818,F694,1186.5384292833899
F693,12017226.37180,3575004.34545,F692,727.0776195090979,F694,819.2991369331037,F695,999.495341604415
F694,12016407.96080,3575042.48350,F693,819.2991369331037,F692,1186.5384292833899,F695,1414.8969146603065
F695,12017474.13810,3575972.64437,F696,639.1631222431679,F693,999.495341604415,F697,1332.8764456533656
F696,12017490.77550,3576611.59092,F695,639.1631222431679,F699,839.2171462323224,F697,938.6472337051242
F697,12016643.11280,3577014.73677,F699,813.493609380335,F696,938.6472337051242,F698,1240.0528427028603
F698,12017279.99970,3578078.74153,F699,644.5242692857599,F697,1240.0528427028603,F696,1482.2136655319484
F699,12017338.50380,3577436.87799,F698,644.5242692857599,F697,813.493609380335,F696,839.2171462323224
F700,11992839.33560,3498709.25723,F752,18062.452087592552,F701,29921.292974640874,F578,32564.530404683086
F701,11987628.84610,3528173.38071,F752,15844.01650711609,F702,17640.994619589295,F700,29921.292974640874
F702,12005058.87810,3530893.43138,F625,17194.881151055375,F622,17286.865674620632,F624,17582.024478867403
F703,12019784.30870,3519354.49645,F234,2375.444687555551,F235,2456.094630556237,F236,2467.1890965182733
F704,12025112.05160,3519475.92600,F242,434.18433032687193,F705,486.70086910588475,F706,662.0243986811163
F705,12025595.26950,3519417.80374,F706,240.89745959323332,F704,486.70086910588475,F710,644.9136934184378
F706,12025764.26490,3519589.47826,F705,240.89745959323332,F710,404.1377148298968,F704,662.0243986811163
F707,12026604.72220,3520338.05550,F719,580.9855301906072,F717,594.1594154856272,F718,597.5048296375744
F708,12025546.29250,3520417.83192,F709,171.48436871084587,F717,704.1260482932436,F710,753.4074031731571
F709,12025713.10220,3520457.59890,F708,171.48436871084587,F717,539.4780276185612,F710,685.4526694984818
F710,12026059.10160,3519865.88125,F706,404.1377148298968,F705,644.9136934184378,F709,685.4526694984818
F711,12034817.82450,3534488.73751,F768,2672.3008643581716,F656,6506.929306068627,F655,6733.961830207152
F712,12036455.69950,3485960.12492,F19,10963.742659333087,F758,13415.740102686521,F280,21611.435384776607
F713,12029301.12460,3518640.46966,F714,1031.1372231289772,F585,1153.4935075071407,F715,1283.2906587201091
F714,12029868.68150,3519501.35475,F713,1031.1372231289772,F716,1118.0106419813542,F715,1196.1669993915987
F715,12030580.47800,3518540.02170,F716,523.1841271501214,F714,1196.1669993915987,F713,1283.2906587201091
F716,12030859.16280,3518982.80428,F715,523.1841271501214,F714,1118.0106419813542,F713,1595.204069924856
F717,12026170.51310,3520743.62654,F709,539.4780276185612,F707,594.1594154856272,F708,704.1260482932436
F718,12027095.73830,3520678.51873,F719,212.301967619264,F707,597.5048296375744,F720,639.1002825203063
F719,12026934.36420,3520816.46990,F718,212.301967619264,F707,580.9855301906072,F720,634.4400595818053
F720,12027412.30390,3521233.70824,F721,304.3800309637805,F722,563.0151729685456,F730,626.404345168254
F721,12027232.57200,3521479.35768,F720,304.3800309637805,F730,326.33373733702916,F18,576.3242188063881
F722,12027930.97150,3521452.72880,F18,419.59422994709246,F724,458.50479291731835,F723,494.04053909624525
F723,12028307.92020,3521772.08085,F725,316.48403116170664,F724,393.28597179930927,F722,494.04053909624525
F724,12027940.04070,3521911.14389,F725,239.9740153616041,F18,255.5800713061718,F731,364.83666040354484
F725,12028141.61900,3522041.35033,F724,239.9740153616041,F723,316.48403116170664,F732,367.0592774170311
F726,12028855.92140,3521736.48053,F728,391.3203257898277,F727,459.11585578128097,F723,549.1563511290423
F727,12029159.39920,3522080.99264,F728,382.87854273251816,F635,453.9861099757302,F726,459.11585578128097
F728,12028778.52000,3522120.06966,F729,365.7539717427931,F727,382.87854273251816,F726,391.3203257898277
F729,12028472.87170,3522320.95541,F728,365.7539717427931,F733,414.9382718309877,F637,418.37265891168926
F730,12027106.21720,3521780.23668,F721,326.33373733702916,F734,515.7627861103197,F738,576.8822975862306
F731,12027691.49630,3522178.22341,F732,235.13907663009115,F724,364.83666040354484,F18,371.2778354903827
F732,12027888.26720,3522306.95413,F731,235.13907663009115,F725,367.0592774170311,F724,399.1819652627617
F733,12028223.59300,3522652.66899,F636,312.91389128802894,F729,414.9382718309877,F732,481.6244974774679
F734,12027158.64860,3522293.32751,F738,464.1464526807974,F730,515.7627861103197,F731,545.1381707713401
F735,12026794.99280,3522757.77540,F739,391.73623583954713,F737,436.87326188309186,F736,504.36830587452545
F736,12026297.50500,3522840.80116,F737,349.4103522204526,F735,504.36830587452545,F745,538.7589914140405
F737,12026430.10840,3522517.53048,F736,349.4103522204526,F738,423.96880923939864,F735,436.87326188309186
F738,12026705.07600,3522194.81951,F737,423.96880923939864,F734,464.1464526807974,F735,570.091540902218
F739,12027095.49480,3523009.08363,F740,350.2655278490927,F735,391.73623583954713,F741,448.0432897444718
F740,12027436.58210,3522929.42565,F741,324.9831186182761,F739,350.2655278490927,F744,495.63334157166133
F741,12027471.64010,3523252.51227,F742,236.55521000353951,F744,273.5374763465388,F740,324.9831186182761
F742,12027349.24330,3523454.94100,F741,236.55521000353951,F743,391.4809382852438,F744,407.5399083715003
F743,12027663.37820,3523688.55733,F744,370.8162775863675,F742,391.4809382852438,F741,476.3389479585329
F744,12027735.44960,3523324.81233,F741,273.5374763465388,F743,370.8162775863675,F742,407.5399083715003
F745,12026003.31030,3523292.14441,F736,538.7589914140405,F746,812.0172078103517,F737,884.4113063014596
F746,12025851.00260,3524089.74977,F745,812.0172078103517,F736,1326.3623274312422,F742,1627.177731413534
F747,12027876.45060,3526183.30136,F748,514.1557534034447,F749,602.1128683741478,F750,1353.699772474574
F748,12027406.97880,3525973.65316,F749,483.6897868433872,F747,514.1557534034447,F644,1712.8370174558352
F749,12027717.27340,3525602.60994,F748,483.6897868433872,F747,602.1128683741478,F644,1338.3801050423267
F750,12029117.30340,3526724.39969,F646,320.9447736871615,F643,428.8399365928764,F647,616.7228275910261
F751,12029001.26560,3523121.98137,F639,91.91487847005939,F640,284.16839638352116,F638,421.3269266553636
F752,11982184.25000,3513294.22642,F701,15844.01650711609,F700,18062.452087592552,F702,28861.403741630533
F753,12041999.28330,3507587.69190,F281,310.1402127283312,F280,754.7815260935997,F282,780.3148772876657
F754,12012253.44380,3461329.01637,F475,6698.591663281381,F183,7030.065467318602,F182,7240.529622518194
F755,11985081.47120,3448004.74315,F554,10344.579117886069,F553,10874.949849873197,F7,10968.691225552695
F756,11979048.60670,3431243.49157,F252,6697.09727703615,F265,11616.591626355375,F256,15660.558535822527
F757,12061851.70580,3508636.88206,F104,312.891806279623,F103,692.7960100678465,F107,730.1315989617015
F758,12023926.25180,3481164.81233,F712,13415.740102686521,F754,23015.50016774849,F19,23946.429108215925
F759,12042554.41240,3506710.72515,F772,217.98715408310233,F770,310.8511180574104,F280,518.4817808982374
F760,12057023.65480,3507597.52095,F97,488.6001441331516,F233,542.3862936141306,F98,866.8068185464616
F761,12051576.68570,3508681.65657,F762,728.492971887047,F273,780.91868487263,F271,1328.5816607020165
F762,12052304.43230,3508648.68846,F273,204.57353199852733,F276,683.8243000256523,F763,712.2273116301831
F763,12052989.83510,3508455.06319,F276,175.78884295007475,F277,537.6102051590406,F762,712.2273116301831
F764,12053680.40820,3508218.08565,F277,270.4270615483905,F278,693.7299281350585,F763,730.1024317905723
F765,12055779.98730,3507771.50452,F233,735.9474966118618,F279,890.5904989619266,F760,1255.7782977848285
F766,12062611.00060,3501866.78372,F767,771.0106820013249,F49,773.802381574779,F48,1492.0116401282116
F767,12062171.81020,3502500.47865,F766,771.0106820013249,F50,812.087601222057,F40,1193.1716981573845
F768,12032281.31420,3535329.75321,F711,2672.3008643581716,F656,4391.775546830056,F657,4604.7214271874855
F769,12043215.28020,3506693.80491,F771,184.16658991497061,F770,468.82910371505454,F759,661.0843695020238
F770,12042796.85420,3506905.27692,F772,291.2499222442185,F759,310.8511180574104,F771,321.3777773298061
F771,12043112.88180,3506846.87973,F769,184.16658991497061,F770,321.3777773298061,F759,574.8270525916739
F772,12042506.16280,3506923.30543,F759,217.98715408310233,F770,291.2499222442185,F280,463.7435403063046
F773,12042533.71690,3523843.51306,F778,418.8068931456898,F774,542.9262654935443,F779,1142.5265935699447
F774,12042454.40470,3524380.61501,F778,410.0236288429868,F773,542.9262654935443,F789,610.6489991921503
F775,12041805.46800,3525430.20608,F782,452.31420905536163,F777,464.3258499697491,F776,467.00187376915744
F776,12041356.05090,3525303.26113,F777,356.71234647760696,F775,467.00187376915744,F345,907.8990037663428
F777,12041579.03510,3525024.83386,F776,356.71234647760696,F775,464.3258499697491,F789,656.9690291903617
F778,12042802.80760,3524164.43269,F774,410.0236288429868,F773,418.8068931456898,F779,723.8613446900952
F779,12043285.77480,3524703.61534,F784,618.9172659442021,F778,723.8613446900952,F774,891.911125816743
F780,12042518.38690,3526523.40600,F781,433.90355738380117,F786,505.73919286641325,F787,529.8444889847782
F781,12042353.95770,3526121.86480,F785,409.1946603026537,F780,433.90355738380117,F345,494.4110895666967
F782,12042257.78110,3525431.20772,F783,329.2319541176082,F775,452.31420905536163,F789,482.7372262850463
F783,12042584.80960,3525393.18089,F782,329.2319541176082,F784,371.9396821466973,F789,567.3366671153283
F784,12042888.07310,3525177.84307,F783,371.9396821466973,F779,618.9172659442021,F782,679.3096872084185
F785,12042736.42580,3525976.40545,F781,409.1946603026537,F780,588.855299384426,F783,602.6096244581984
F786,12042017.66410,3526594.46097,F780,505.73919286641325,F788,559.7731001359851,F345,560.173544514424
F787,12042972.83810,3526795.81982,F347,467.90720875323984,F780,529.8444889847782,F346,839.4952535335842
F788,12041599.25060,3526222.60607,F345,312.9120872971267,F786,559.7731001359851,F781,761.4010837063378
F789,12042231.63350,3524949.17916,F782,482.7372262850463,F783,567.3366671153283,F774,610.6489991921503
F790,12064651.46200,3506954.67742,F60,527.539190838845,F791,561.155141038228,F316,820.2117810522444
F791,12065212.13910,3506977.83518,F316,454.08436698157,F790,561.155141038228,F315,1009.392544277229
F792,12061072.85830,3505447.31724,F73,296.4652609706885,F74,317.1617170340562,F793,434.44600297979144
F793,12060893.29570,3505051.71567,F73,375.35988626021805,F792,434.44600297979144,F20,488.98976068710164
F794,12061033.03420,3506192.19436,F74,459.14549200559304,F792,745.940937903819,F73,1012.1848834050813
F795,12056385.86800,3510628.21797,F230,148.25740531055712,F229,325.45800943413485,F796,337.52991730847515
F796,12056137.17560,3510856.42519,F228,323.61642691561724,F795,337.52991730847515,F229,405.09799138111714